TAG,Loader,TW_JawTemperature_Alarm,"Tray Loader Temperature Alarm","ALARM_ANALOG","","(ExternalAccess := Read/Write, EnableIn := true, InFault := false, HHEnabled := false, HEnabled := true, LEnabled := false, LLEnabled := false, AckRequired := true, ProgAckAll := false, OperAckAll := false, HHProgAck := false, HHOperAck := false, HProgAck := false, HOperAck := false, LProgAck := false, LOperAck := false, LLProgAck := false, LLOperAck := false, ROCPosProgAck := false, ROCPosOperAck := false, ROCNegProgAck := false, ROCNegOperAck := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, HHOperShelve := false, HOperShelve := false, LOperShelve := false, LLOperShelve := false, ROCPosOperShelve := false, ROCNegOperShelve := false, ProgUnshelveAll := false, HHOperUnshelve := false, HOperUnshelve := false, LOperUnshelve := false, LLOperUnshelve := false, ROCPosOperUnshelve := false, ROCNegOperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, HHMinDurationEnable := true, HMinDurationEnable := true, LMinDurationEnable := true, LLMinDurationEnable := true, In := 72.22083, HHLimit := 205.0, HHSeverity := 500, HLimit := 180.0, HSeverity := 500, LLimit := 60.0, LSeverity := 500, LLLimit := 55.0, LLSeverity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, Deadband := 0.0, ROCPosLimit := 0.0, ROCPosSeverity := 500, ROCNegLimit := 0.0, ROCNegSeverity := 500, ROCPeriod := 0.0, AssocTag3 := ""AlarmRC[0]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Loader,TW_JawTemperature_Alarm,"Tray Loader - Jaw temperature Alarm HIGH Trip.",,"HH"
ALMMSG:en-US,Loader,TW_JawTemperature_Alarm,"Tray Loader - Jaw temperature HIGH warning. The limit is: /*N:5 %LimitValue NOFILL DP:1*/.",,"H"
ALMMSG:en-US,Loader,TW_JawTemperature_Alarm,"Tray Loader - Jaw temperature LOW warning. Please check.",,"L"
ALMMSG:en-US,Loader,TW_JawTemperature_Alarm,"Tray Loader - Jaw temperature Alarm LOW Trip.",,"LL"
TAG,Loader,TW_MetalDetect_Alarm,"Tray Loader Metal Detected Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false, AssocTag3 := ""AlarmRC[1]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Loader,TW_MetalDetect_Alarm,"Tray Loader - Metal Detected!",,"AM"
TAG,Loader,TW_TrayMiss_Alarm,"Tray Loader Tray Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false, AssocTag3 := ""AlarmRC[2]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Loader,TW_TrayMiss_Alarm,"Tray Loader - Missing tray Alarm.",,"AM"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,LogixAIPump,a,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,LogixAIPump,PumpDemo_CalculateTimer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,LogixAIPump,ready_to_calc,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,LogixAIPump,Sample_in,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,LogixAIPump,Sample_out,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,LogixAIPump,tag_io,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,LogixAIPump,Timer1000ms,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,LogixAIPump,Wrk_PRESSUREOSPlusAmp,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,LogixAIPump,Wrk_PRESSUREOSSubAmp,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,MainProgram,Epoch_ApplyDLS,"Apply Daylight Savings","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Epoch_Date_Time,"","DINT[7]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,MainProgram,Epoch_Date_Time,"Year",,"Epoch_Date_Time[0]"
COMMENT,MainProgram,Epoch_Date_Time,"Month",,"Epoch_Date_Time[1]"
COMMENT,MainProgram,Epoch_Date_Time,"Day",,"Epoch_Date_Time[2]"
COMMENT,MainProgram,Epoch_Date_Time,"Hour",,"Epoch_Date_Time[3]"
COMMENT,MainProgram,Epoch_Date_Time,"Minute",,"Epoch_Date_Time[4]"
COMMENT,MainProgram,Epoch_Date_Time,"Seconds",,"Epoch_Date_Time[5]"
COMMENT,MainProgram,Epoch_Date_Time,"Microseconds",,"Epoch_Date_Time[6]"
TAG,MainProgram,Epoch_DayLightSavings,"Daylight Saving Time in Minutes","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Epoch_DayOfYear,"Day Of Year","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Epoch_DayOfYear_1,"Epoch Day of Year Storage","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Epoch_HourOfDay_1,"Epoch Hours of Day","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Epoch_Result_Sec,"Epoch Time$Nin Seconds","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Epoch_SecondsTillThisHour,"Epoch Seconds till this hour today","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Epoch_SecondsTillToday,"Epoch Seconds to Today","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Epoch_TimeValid,"Epoch Time is valid as much as we can deterine$NON->Valid$NOFF->InValid","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Epoch_TimeZone,"Time Zone","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,FAULT,"","DINT[11]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,MainProgram,FAULT,"Time Stamp 1 of 2",,"FAULT[0]"
COMMENT,MainProgram,FAULT,"Time Stamp 2 of 2",,"FAULT[1]"
COMMENT,MainProgram,FAULT,"Lower 16 bits$NFault Type$NUpper 16 bits$NFault Code",,"FAULT[2]"
TAG,MainProgram,FAULT_Code,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,FAULT_RESET,"","DINT[11]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,FAULT_Type,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,FTTM_pulse,"FTTM Pulse every 60 seconds for 1 second","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,LAST_ScanTime_us,"Last Scan Time in microseconds","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,LAST_WD_TS,"","Base_WD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Line_Not_Running,"Line is not running","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Line_Running_Debounce,"Line Not Running debounce Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Line_Workcell_Control_Word,"Control Word for the Line Workcell","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mClockDateDelimiter,"-","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mClockSPACE,"","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mClockTimeDelimiter,":","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mClockTimeStamp,"","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mClockTimeStamp_DAY,"Day","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mClockTimeStamp_HR,"Hours","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mClockTimeStamp_MIN,"Minutes","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mClockTimeStamp_MO,"Month","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mClockTimeStamp_SEC,"Seconds","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mControl,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,MainProgram,mControl,"Schedule Availability",,"mControl.0"
COMMENT,MainProgram,mControl,"Leap Year Adjust",,"mControl.1"
COMMENT,MainProgram,mControl,"AutoStart first Scan",,"mControl.17"
COMMENT,MainProgram,mControl,"Line Running",,"mControl.20"
COMMENT,MainProgram,mControl,"Line Available",,"mControl.21"
COMMENT,MainProgram,mControl,"Shift Change One Shot",,"mControl.30"
TAG,MainProgram,mCounter,"RAE Counter for demo","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mLineDemandCounter,"Line Demand Counter - set at 60 for 60 seconds - synched with One Second Pulse","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,mLineDemandHold,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,MonitorDoc,"Monitor Document","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,OneSecondTimer,"1 Second Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Pulse_Timer,"One Second Pulse$NRequired for Calculations - Intended for synching the calculations","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,MainProgram,Pulse_Timer,"One Second Pulse$NRequired for Calculations - Intended for synching the calculations",,"Pulse_Timer.DN"
TAG,MainProgram,Reset_Delay_Timer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SixtySecondTimer,"60 Second Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,SOC_CookieLine,"","raC_UDT_SO_Node","","(Usage := Public, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Strip_Out_Time,"Strip Out Time","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,WD_Counter,"WatchDog Counter","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,WD_HIST,"","Base_WD[10]","","(Constant := false, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,Mixer,AlarmRC,"Alarm Reason Codes","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,Alarm_Control,"Alarm Control Word","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Mixer,Alarm_Control,"Mixer Speed Alarm Enable",,"Alarm_Control[0].0"
COMMENT,Mixer,Alarm_Control,"Mixer Speed Alarm From HMI",,"Alarm_Control[0].1"
COMMENT,Mixer,Alarm_Control,"Mixer Speed Alarm - Reset Button could be on HMI",,"Alarm_Control[0].2"
COMMENT,Mixer,Alarm_Control,"Mixer Speed Alarm$NRamp to Zero",,"Alarm_Control[0].3"
COMMENT,Mixer,Alarm_Control,"Door Open Alarm",,"Alarm_Control[1].0"
COMMENT,Mixer,Alarm_Control,"Door Alarm",,"Alarm_Control[1].1"
COMMENT,Mixer,Alarm_Control,"Mixer Door Close Request from HMI",,"Alarm_Control[1].2"
COMMENT,Mixer,Alarm_Control,"Mixer $NDoor Open$NRequest$NThis is set by the HMI",,"Alarm_Control[1].3"
COMMENT,Mixer,Alarm_Control,"Scrap Mix",,"Alarm_Control[2].0"
COMMENT,Mixer,Alarm_Control,"Scrap Mix",,"Alarm_Control[2].1"
COMMENT,Mixer,Alarm_Control,"Scrap Mix Bypass Timer",,"Alarm_Control[2].2"
COMMENT,Mixer,Alarm_Control,"Scrap Mix From HMI",,"Alarm_Control[2].3"
COMMENT,Mixer,Alarm_Control,"Mixer Drive Alm$Nfrom random mode",,"Alarm_Control[3].0"
COMMENT,Mixer,Alarm_Control,"Mixer Drive Alarm",,"Alarm_Control[3].1"
COMMENT,Mixer,Alarm_Control,"Mixer Drive Alarm$NReset Button could be on HMI",,"Alarm_Control[3].2"
COMMENT,Mixer,Alarm_Control,"Mixer Drive Alarm Set by HMI",,"Alarm_Control[3].3"
COMMENT,Mixer,Alarm_Control,"Machine Fault$NSet by HMI",,"Alarm_Control[9].0"
COMMENT,Mixer,Alarm_Control,"Machine Fault",,"Alarm_Control[9].1"
COMMENT,Mixer,Alarm_Control,"Machine Fault Reset",,"Alarm_Control[9].2"
COMMENT,Mixer,Alarm_Control,"LGH Mode Active",,"Alarm_Control[9].3"
COMMENT,Mixer,Alarm_Control,"LGH Mode Complete",,"Alarm_Control[9].4"
COMMENT,Mixer,Alarm_Control,"LGH Step 1",,"Alarm_Control[9].5"
COMMENT,Mixer,Alarm_Control,"HMI EStop$NReset Mode",,"Alarm_Control[9].31"
TAG,Mixer,AR,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,ARB,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,Carrier_Predict,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,CIP_HourlyTimer,"CIP Hourly Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,CycleTime,"","Base_CycleTime","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,CycleTimeValid_Timer,"Cycle Time Object is Valid","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,EI_Tracking_Control,"Mixer EI Tracking","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,EI_Tracking_Internal,"EI Tracking Internal Variable","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,EnergyDataTimer,"Energy Unit Signal Delay Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,EnergyIntensityKG,"Energy Intensity$NkWh/KG of produced Product","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,EnergySignal,"Energy Unit Valid Consume Data","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,FAULT,"","DINT[11]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Mixer,FAULT,"Time Stamp 1 of 2",,"FAULT[0]"
COMMENT,Mixer,FAULT,"Time Stamp 2 of 2",,"FAULT[1]"
COMMENT,Mixer,FAULT,"Lower 16 bits$NFault Type$NUpper 16 bits$NFault Code",,"FAULT[2]"
TAG,Mixer,FaultHoldSpeed,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,FAULT_Code,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,FAULT_RESET,"","DINT[11]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,FAULT_Type,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,LAST_ScanTime_us,"Last Scan Time in microseconds","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,LAST_WD_TS,"","Base_WD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,LGHCounter,"","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,LGHTimer,"LGH Step 1 Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,MassBalance,"","Base_Material_Consume[15]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,MassBalanceEFTrigger,"Mass Balance Event Frame Trigger","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,MaterialStep_Flow,"","DINT[3]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,MaterialStep_FlowRate,"","REAL[3]","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,Maximum,"","DINT[4]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mBatchID_Holding,"Internal Holding string for BatchID Gen","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mBatch_Counter,"This is the number of batches (Mixes) of a product that is made before a switch to a new product is made $2013 i.e. 10 batches of Recipe 1 then 10 batches of the next Recipe","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mBatch_Seed,"Used to seed the complete BatchID","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mBucketActive,"Bucket Active Bit","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIPControl,"CIP Control Word","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Mixer,mCIPControl,"CIP Control Update Step Description",,"mCIPControl.0"
COMMENT,Mixer,mCIPControl,"CIP Complete",,"mCIPControl.1"
COMMENT,Mixer,mCIPControl,"Initialize Materials",,"mCIPControl.2"
TAG,Mixer,mCIPData,"","Base_CIP","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIPLogic,"CIP Step Logic","StepLogic[6]","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,Mixer,mCIPLogic,"CIP Start Step 1",,"mCIPLogic[1].CONTROL.0"
COMMENT,Mixer,mCIPLogic,"CIP Step 1 Active",,"mCIPLogic[1].CONTROL.1"
COMMENT,Mixer,mCIPLogic,"CIP Step 2 Active",,"mCIPLogic[2].CONTROL.1"
COMMENT,Mixer,mCIPLogic,"CIP Step 3 Active",,"mCIPLogic[3].CONTROL.1"
COMMENT,Mixer,mCIPLogic,"CIP Step 4 Active",,"mCIPLogic[4].CONTROL.1"
COMMENT,Mixer,mCIPLogic,"CIP Step 5 Active",,"mCIPLogic[5].CONTROL.1"
TAG,Mixer,mCIPSanitizeTempSP,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_CRID,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_ProcedureName,"","Base_Recipe_Procedure","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_Seed,"","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_StepCounter,"CIP Step Counter","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_String_Date_Delimiter,"","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_String_Space,"","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_String_Time_Delimiter,"","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_TimeStamp,"CIP Time Stamp","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_TimeStamp_Day,"CIP Day","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Mixer,mCIP_TimeStamp_Hour,"CIP Hour","STRING","","(Constant := false, ExternalAccess := Read/Write)"
